id;parent_id;name;kode;length
3202212003;3202212;TALAGA;003;10
3202212004;3202212;CARINGIN KULON;004;10
3202212005;3202212;CARINGIN WETAN;005;10
3202212006;3202212;SEUSEUPAN;006;10
3202212007;3202212;SUKAMULYA;007;10
3202212008;3202212;CIKEMBANG;008;10
3202212009;3202212;PASIRDATAR INDAH;009;10
3202220;3202;NAGRAK;220;7
3202220001;3202220;CISARUA;001;10
3202220002;3202220;BALEKAMBANG;002;10
3202220003;3202220;NAGRAK SELATAN;003;10
3202220004;3202220;NAGRAK UTARA;004;10
3202220005;3202220;KALAPAREA;005;10
3202220006;3202220;DARMAREJA;006;10
3202220007;3202220;GIRIJAYA;007;10
3202220008;3202220;BABAKAN PANJANG;008;10
3202220009;3202220;PAWENANG;009;10
3202220010;3202220;CIHANYAWAR;010;10
3202221;3202;CIAMBAR;221;7
3202221001;3202221;MUNJUL;001;10
3202221002;3202221;CIAMBAR;002;10
3202221003;3202221;GINANJAR;003;10
3202221004;3202221;WANGUNJAYA;004;10
3202221005;3202221;CIBUNARJAYA;005;10
3202221006;3202221;AMBARJAYA;006;10
3202230;3202;CICURUG;230;7
3202230001;3202230;MEKARSARI;001;10
3202230002;3202230;NYANGKOWEK;002;10
3202230003;3202230;PURWASARI;003;10
3202230004;3202230;CARINGIN;004;10
3202230005;3202230;BANGBAYANG;005;10
3202230006;3202230;CISAAT;006;10
3202230007;3202230;TENJOLAYA;007;10
3202230008;3202230;PASAWAHAN;008;10
3202230009;3202230;CICURUG;009;10
3202230010;3202230;NANGGERANG;010;10
3202230011;3202230;TENJOAYU;011;10
3202230012;3202230;BENDA;012;10
3202230013;3202230;KUTAJAYA;013;10
3202240;3202;CIDAHU;240;7
3202240001;3202240;PONDOK KASO TENGAH;001;10
3202240002;3202240;PASIRDOTON;002;10
3202240003;3202240;PONDOK KASO TONGGOH;003;10
3202240004;3202240;BABAKAN PARI;004;10
3202240005;3202240;TANGKIL;005;10
3202240006;3202240;JAYABAKTI;006;10
3202240007;3202240;CIDAHU;007;10
3202240008;3202240;GIRIJAYA;008;10
3202250;3202;PARAKAN SALAK;250;7
3202250001;3202250;SUKATANI;001;10
3202250002;3202250;SUKAKERSA;002;10
3202250003;3202250;BOJONGLONGOK;003;10
3202250004;3202250;BOJONGASIH;004;10
3202250005;3202250;LEBAKSARI;005;10
3202250006;3202250;PARAKANSALAK;006;10
3202260;3202;PARUNG KUDA;260;7
3202260002;3202260;PALASARI HILIR;002;10
3202260003;3202260;SUNDAWENANG;003;10
3202260004;3202260;PARUNGKUDA;004;10
3202260008;3202260;LANGENSARI;008;10
3202260009;3202260;BOJONG KOKOSAN;009;10
3202260010;3202260;KOMPA;010;10
3202260011;3202260;PONDOK KASO LANDEUH;011;10
3202260012;3202260;BABAKANJAYA;012;10
3202261;3202;BOJONG GENTENG;261;7
3202261001;3202261;BEREKAH;001;10
3202261002;3202261;BOJONG GENTENG;002;10
3202261003;3202261;BOJONG GALING;003;10
3202261004;3202261;CIBODAS;004;10
3202261005;3202261;CIPANENGAH;005;10
3202270;3202;KALAPA NUNGGAL;270;7
3202270001;3202270;WALANGSARI;001;10
3202270002;3202270;PALASARI GIRANG;002;10
3202270003;3202270;KALAPANUNGGAL;003;10
3202270004;3202270;KADUNUNGGAL;004;10
3202270005;3202270;MAKASARI;005;10
3202270006;3202270;GUNUNG ENDUT;006;10
3202270007;3202270;PULOSARI;007;10
3202280;3202;CIKIDANG;280;7
3202280001;3202280;SAMPORA;001;10
3202280002;3202280;CIJAMBE;002;10
3202280003;3202280;CIKIRAY;003;10
3202280004;3202280;MEKARNANGKA;004;10
3202280005;3202280;CIKIDANG;005;10
3202280006;3202280;GUNUNG MALANG;006;10
3202280007;3202280;NANGKAKONENG;007;10
3202280008;3202280;PANGKALAN;008;10
3202280009;3202280;BUMISARI;009;10
3202280010;3202280;CICAREUH;010;10
3202280011;3202280;TAMANSARI;011;10
3202280012;3202280;CIKARAE THOYIBAH;012;10
3202290;3202;CISOLOK;290;7
3202290001;3202290;PASIRBARU;001;10
3202290002;3202290;CIKAHURIPAN;002;10
3202290003;3202290;CISOLOK;003;10
3202290004;3202290;KARANGPAPAK;004;10
3202290012;3202290;SIRNARESMI;012;10
3202290013;3202290;CICADAS;013;10
3202290014;3202290;CIKELAT;014;10
3202290015;3202290;GUNUNG KRAMAT;015;10
3202290016;3202290;GUNUNG TANJUNG;016;10
3202290017;3202290;CARINGIN;017;10
3202290018;3202290;SUKARAME;018;10
3202290019;3202290;WANGUNSARI;019;10
3202290020;3202290;WANAJAYA;020;10
3202291;3202;CIKAKAK;291;7
3202291001;3202291;CIMAJA;001;10
3202291002;3202291;CIKAKAK;002;10
3202291003;3202291;SUKAMAJU;003;10
3202291004;3202291;CILEUNGSING;004;10
3202291005;3202291;RIDOGALIH;005;10
3202291006;3202291;MARGALAKSANA;006;10
3202291007;3202291;SIRNARASA;007;10
3202291008;3202291;GANDASOLI;008;10
3202291009;3202291;CIRENDANG;009;10
3202300;3202;KABANDUNGAN;300;7
3202300001;3202300;MEKARJAYA;001;10
3202300002;3202300;TUGUBANDUNG;002;10
3202300003;3202300;KABANDUNGAN;003;10
3202300004;3202300;CIPEUTEUY;004;10
3202300005;3202300;CIHAMERANG;005;10
3202300006;3202300;CIANAGA;006;10
3203;3200;CIANJUR;03;4
3203010;3203;AGRABINTA;010;7
3203010001;3203010;SINARLAUT;001;10
3203010002;3203010;BOJONGKASO;002;10
3203010003;3203010;SUKAMANAH;003;10
3203010004;3203010;WANASARI;004;10
3203010007;3203010;KARANGSARI;007;10
3203010008;3203010;NEGLASARI;008;10
3203010009;3203010;MULYASARI;009;10
3203010010;3203010;BUNISARI;010;10
3203010011;3203010;MEKARSARI;011;10
3203010012;3203010;TANJUNGSARI;012;10
3203010013;3203010;WANGUNJAYA;013;10
3203011;3203;LELES;011;7
3203011001;3203011;PUSAKASARI;001;10
3203011002;3203011;NAGASARI;002;10
3203011003;3203011;SUKAJAYA;003;10
3203011004;3203011;SUKAMULYA;004;10
3203011005;3203011;PURABAYA;005;10
3203011006;3203011;SUKASIRNA;006;10
3203011007;3203011;WALAHIR;007;10
3203011008;3203011;PUNCAKWANGI;008;10
3203011009;3203011;SIRNASARI;009;10
3203011010;3203011;KARYAMUKTI;010;10
3203011011;3203011;MANDALAWANGI;011;10
3203011012;3203011;SINDANGSARI;012;10
3203020;3203;SINDANGBARANG;020;7
3203020001;3203020;HEGARSARI;001;10
3203020002;3203020;JATISARI;002;10
3203020003;3203020;KERTASARI;003;10
3203020004;3203020;TALAGASARI;004;10
3203020005;3203020;SIRNAGALIH;005;10
3203020006;3203020;SAGANTEN;006;10
3203020007;3203020;JAYAGIRI;007;10
3203020008;3203020;MUARACIKADU;008;10
3203020009;3203020;GIRIMUKTI;009;10
3203020010;3203020;MEKARLAKSANA;010;10
3203020011;3203020;KERTAMUKTI;011;10
3203030;3203;CIDAUN;030;7
3203030001;3203030;KARYABAKTI;001;10
3203030002;3203030;SUKAPURA;002;10
3203030003;3203030;CISALAK;003;10
3203030004;3203030;JAYAPURA;004;10
3203030005;3203030;KERTAJADI;005;10
3203030006;3203030;CIDAMAR;006;10
3203030007;3203030;KARANGWANGI;007;10
3203030008;3203030;CIMARAGANG;008;10
3203030009;3203030;GELARPAWITAN;009;10
3203030010;3203030;NEGLASARI;010;10
3203030011;3203030;CIBULUH;011;10
3203030012;3203030;PUNCAKBARU;012;10
3203030013;3203030;MEKARJAYA;013;10
3203030014;3203030;GELARWANGI;014;10
3203040;3203;NARINGGUL;040;7
3203040001;3203040;CINERANG;001;10
3203040002;3203040;WANGUNJAYA;002;10
3203040003;3203040;MEKARSARI;003;10
3203040004;3203040;WANGUNSARI;004;10
3203040005;3203040;MALATI;005;10
3203040006;3203040;SUKAMULYA;006;10
3203040007;3203040;NARINGGUL;007;10
3203040008;3203040;WANASARI;008;10
3203040009;3203040;SUKABAKTI;009;10
3203040010;3203040;BALEGEDE;010;10
3203040011;3203040;MARGASARI;011;10
3203050;3203;CIBINONG;050;7
3203050001;3203050;PANYINDANGAN;001;10
3203050002;3203050;WARGALUYU;002;10
3203050003;3203050;HAMERANG;003;10
3203050004;3203050;PANANGGAPAN;004;10
3203050005;3203050;GIRIJAYA;005;10
3203050006;3203050;SUKAJADI;006;10
3203050007;3203050;SUKAMEKAR;007;10
3203050008;3203050;BATULAWANG;008;10
3203050009;3203050;CIKANGKARENG;009;10
3203050015;3203050;PAMOYANAN;015;10
3203050016;3203050;CIMASKARA;016;10
3203050020;3203050;PADASUKA;020;10
3203050021;3203050;MEKARMUKTI;021;10
3203050022;3203050;CIBURIAL;022;10
3203051;3203;CIKADU;051;7
3203051001;3203051;PADALUYU;001;10
3203051002;3203051;SUKALUYU;002;10
3203051003;3203051;MEKARLAKSANA;003;10
3203051004;3203051;CIKADU;004;10
3203051005;3203051;KALAPANUNGGAL;005;10
3203051006;3203051;MEKARWANGI;006;10
3203051007;3203051;CISARANTEN;007;10
3203051008;3203051;SUKAMULYA;008;10
